Comida,Precio
Fondue,15712
Kofta,3341
Agua de mango,6391
Agua de jicama,16251
Cannoli,6951
Carnitas,4444
Picadillo,14980
Tejuino,16976
Chelada,12920
Falafel,18264
Haggis,10279
Cassoulet,14422
Gumbo,4483
Kimchi,12751
Agua de ciruela,14488
Raclette,10461
Agua de tuna,2027
Caldo tlalpenio,15288
Couscous,13338
Creme brulee,14766
Chelada,7276
Fondue,15906
Tagine,18602
Croque monsieur,17437
Tamales oaxaquenios,7939
Mezcal,16937
Croissant,1991
Chapulines,15895
Molletes,7217
Gyros,6971
Aguachile,11460
Sangrita,14237
Bouillabaisse,6120
Chiles en nogada,17697
Conchas,12572
Chocolate abuelita,6065
Agua de limon con chia,4457
Pierogi,1301
Agua de pepino,15122
Caldo de res,4477
Poutine,11748
Ugali,19696
Sticky toffee pudding,4447
Shepherd's pie,17589
Goulash,18792
Michelada,11467
Chapulines,3474
Biryani,9314
Chilaquiles,15315
Poutine,17005
Gyros,7944
Agua de linaza,15468
Gumbo,18720
Shawarma,12007
Chocomilk,8207
Caldo tlalpenio,7599
Kimchi,4372
Jollof rice,5842
Maki,16646
Sticky toffee pudding,6016
Shepherd's pie,5060
Caldo de res,6047
Clamato,4427
Pollo frito,19225
Bouillabaisse,10831
Paella,17092
Tortilla espaniola,11333
Ploughman's lunch,2471
Agua de coco,12207
Atole,5039
Banh mi,16163
Hummus,4596
Agua de jamaica,16187
Agua de pepino con limon,13975
Chiles rellenos,12666
Agua de cebada,14212
Eton mess,8629
Tepache,10312
Mole poblano,11563
Agua de apio,9102
Banh mi,19865
Gyros,12988
Chilaquiles,13010
Chiles rellenos,13040
Gorditas,19343
Kimchi,1323
Ugali,19779
Agua de alfalfa,15863
Goulash,16201
Agua de jicama,16710
Jamaica,15936
Mole,14669
Lobster roll,2411
Goulash,15844
Moussaka,6641
Falafel,4463
Gelato,11219
Kebab,7337
Curanto,13667
Carne asada,9185
Tandoori,17662
Chimichanga,16395
Agua de cebada,5215
Margarita,7942
Carnitas,1047
Agua de nopal,13865
Empanada,18518
Mezcal,16901
Banh mi,7933
Bobotie,13556
Cannoli,19264
Hummus,12127
Gorditas,16652
Lasagna,4189
Michelada,7153
Barbacoa,7405
Mole,7558
Birria,13755
Bangers and mash,6026
Kimchi,9004
Agua de durazno,15003
Pambazo,10206
Mole,12526
Chelada,1876
Buniuelos,10936
Agua de betabel,11366
Gyros,7801
Yorkshire pudding,19586
Couscous,10071
Falafel,13417
Caldo tlalpenio,13269
Mole poblano,6316
Agua de linaza,8538
Chimichanga,15711
Chakalaka,16357
Crepes,6626
Sticky toffee pudding,2483
Kimchi,2293
Aguachile,1626
Agua de horchata,15022
Aguamiel,18263
Agua de nopal,19867
Horchata,1411
Teriyaki,12399
Sopes,18912
Tapas,8166
Tamales oaxaquenios,7298
Cafe de olla,10710
Empanada,16187
Ramen,5535
Carne asada,13074
Baklava,19254
Taco,13957
Bouillabaisse,2972
Pambazo,15478
Hummus,11888
Ploughman's lunch,11018
Tlacoyo,8944
Cassoulet,2321
Ceviche,1216
Horchata,7094
Caldo de pollo,18118
Bobotie,16909
Beef Wellington,13471
Jollof rice,13444
Mole,4708
Fajitas,1784
Croissant,5618
Biryani,15250
Cafe de olla,3142
Sushi,11834
Champurrado,12894
Hamburguesa,3028
Guajolote,11494
Pad thai,6103
Sandwich,19284
Guacamole,8118
Agua de alfalfa,1021
Chiles rellenos,2378
Gumbo,4493
Chili con carne,4000
Bunny chow,4241
Fish and chips,3560
Sangrita,11236
Tamales oaxaquenios,19994
Borscht,13521
Picadillo,18126
Tortilla espaniola,3676
Samosa,8751
Michelada,18940
Mole,7449
Tempura,2960
Agua de tamarindo,7193
Caldo de camaron,5941
Mole,2469
Yorkshire pudding,8758
Sauerbraten,3101
Tamales oaxaquenios,15482
Agua de guayaba,10886
Kofta,12322
Agua de cebada,2872
Sticky toffee pudding,19096
Falafel,18478
Entomatadas,2614
Agua de platano,1508
Agua de pepino,15642
Moussaka,3826
Caldo de camaron,17682
Ploughman's lunch,13751
Arepa,11605
Agua de limon con chia,12915
Agua de mango,2383
Croissant,18113
Agua de limon,7776
Kofta,13176
Tagine,6785
Maki,9557
Horchata,13853
Salsa roja,18941
Couscous,4876
Fajitas,2967
Caldo tlalpenio,19238
Chimichanga,7563
Chili con carne,16684
Entomatadas,8432
Couscous,11410
Caldo de camaron,3097
Dim sum,2470
Banh mi,18470
Agua de fresa,9953
Agua de pepino,9096
Caldo de camaron,1060
Beef Wellington,1288
Churros,10552
Chiles rellenos,19321
Gorditas,8638
Taco,16117
Tequila,14624
Agua de papaya,6111
Champurrado,13804
Agua de pinia,3659
Agua de platano,18955
Guacamole,18005
Gnocchi,19701
Agua de alfalfa,5177
Caldo de camaron,4218
Champurrado,1353
Pho,1861
Barbacoa,16099
Pan de muerto,5117
Tempura,5924
Cafe de olla,18844
Borscht,13118
Tequila,17062
Sopes,7087
Flautas,2025
Bibimbap,15053
Agua de perejil,1103
Gumbo,14124
Ratatouille,16288
Sopes,13487
Fufu,19907
Salsa verde,10639
Rompope,3933
Jamaica,7364
Couscous,3727
Clamato,15794
Tlayudas,12728
Pico de gallo,7775
Croque monsieur,13680
Clam chowder,1725
Agua de zanahoria,1074
Menudo,14133
Salsa verde,11179
Tortilla espaniola,18795
Birria,2840
Agua de guayaba,1550
Tepache,12587
Couscous,6511
Maki,9456
Guajolote,1355
Biryani,11924
Ratatouille,16283
Molletes,5009
Churrasco,5949
Lasagna,11393
Eton mess,10690
Caldo de pollo,9037
Pad thai,11418
Rosti,14744
Kofta,17235
Tiramisu,3167
Samosa,10570
Agua de jamaica,15811
Conchas,11137
Clam chowder,19361
Tlayudas,4678
Horchata,13118
Gelato,8326
Caldo de pollo,1838
Cafe de olla,5067
Picadillo,1075
Gorditas,1534
Gumbo,1378
Fajitas,4862
Bratwurst,12177
Baklava,12573
Chapulines,14925
Sandwich,11923
Agua de coco,10201
Pan de muerto,17118
Couscous,4611
Curanto,1482
Chow mein,1794
Pan de muerto,13556
Mole poblano,1236
Tapas,2081
Lasagna,16422
Pizza,4836
Yorkshire pudding,19086
Pozol,17042
Agua de apio,18982
Buniuelos,4445
Agua de tamarindo,7329
Rillettes,9137
Chow mein,15132
Curry,18074
Carne asada,14360
Fish and chips,14909
Tequila,10780
Tandoori,12199
Pinia colada,17872
Raclette,3010
Fish and chips,17091
Caldo de camaron,9338
Agua de pepino,11267
Tapas,16169
Tagine,16428
Raclette,15776
Hummus,13462
Eton mess,8717
Agua de betabel,12122
Jambalaya,9808
Burrito,14401
Fish and chips,13813
Cannoli,13956
Carnitas,3770
Carne asada,11148
Jollof rice,4366
Creme brulee,3187
Shawarma,18747
Guacamole,13017
Chakalaka,18650
Agua de espinaca,17393
Molletes,11421
Agua de pepino,15853
Ceviche,8771
Croque monsieur,15947
Agua de zanahoria,3622
Chiles en nogada,14373
Tlacoyo,15401
Atole,16906
Aguamiel,17215
Conchas,15118
Agua de mango,1137
Pho,17133
Sushi,3261
Borscht,6029
Chocomilk,8514
Michelada,15261
Jamaica,17774
Shawarma,1086
Borscht,15247
Jambalaya,2273
Kebab,4713
Chocolate abuelita,18129
Rompope,13013
Gnocchi,15802
Agua de jicama,15905
Ploughman's lunch,1544
Shepherd's pie,9346
Ploughman's lunch,9127
Birria,11028
Champurrado,10924
Clamato,4383
Agua de zanahoria,11221
Cazuela,17995
Goulash,12397
Goulash,7493
Shawarma,12600
Crepes,15338
Fondue,16340
Pizza,7337
Agua de sandia,6859
Huaraches,16609
Barbacoa,9265
Pastel de choclo,1784
Pipian,14149
Black pudding,3040
Kimchi,3950
Rompope,1207
Arepa,14727
Agua de zanahoria,16901
Pan de muerto,6927
Tiramisu,10659
Licuado,18574
Chili con carne,14284
Sopes,5546
Rompope,3243
Agua de chia,1544
Ensalada,2097
Salsa roja,4154
Agua de linaza,8548
Frito pie,16442
Cassoulet,18624
Agua de tuna,5722
Cafe de olla,8638
Biryani,14722
Flautas,14510
Champurrado,18610
Cazuela,4229
Pulque,8475
Chelada,8170
Tagine,15983
Empanada,11599
Mole poblano,9206
Huaraches,11400
Caldo de res,7178
Salsa verde,12259
Mole,15364
Agua de linaza,10313
Gnocchi,8068
Agua de guayaba,3841
Fufu,4357
Licuado,3467
Eton mess,13394
Agua de pinia,17825
Churrasco,15437
Churros,13509
Gelato,8425
Steak tartare,5495
Agua de pepino,9584
Tepache,8655
Agua de chia,7699
Bibimbap,1297
Tiramisu,4457
Mezcal,11312
Tejuino,5799
Gorditas,16962
Hamburguesa,7709
Sandwich,17405
Tempura,2487
Guacamole,5184
Pollo frito,14130
Goulash,13939
Agua de melon,8506
Gnocchi,15802
Mole,1727
Tortilla espaniola,16366
Pozole,16646
Pulque,1335
Buniuelos,12279
Agua de guayaba,3032
Shepherd's pie,10843
Ceviche,1187
Taco,13584
Huaraches,8731
Mole,8868
Agua de zanahoria,14148
Haggis,11345
Clam chowder,7453
Picadillo,4643
Churros,4060
Guajolote,2623
Salsa verde,4114
Rillettes,4681
Bunny chow,1846
Mezcal,9064
Cazuela,3168
Fondue,6322
Taco,15411
Borscht,9601
Bruschetta,19743
Mole,19902
Sangrita,18162
Jollof rice,17736
Carne asada,6710
Chiles en nogada,15737
Lobster roll,16836
Fufu,3280
Pastel de choclo,5349
Ensalada,10287
Agua de apio,8692
Tepache,19220
Antipasto,2001
Atole,4230
Haggis,14202
Poutine,3875
Flautas,12213
Bratwurst,17932
Creme brulee,13636
Raclette,7234
Buniuelos,13113
Chimichanga,11009
Gelato,12164
Agua de alfalfa,6151
Agua de espinaca,1416
Conchas,16157
Malva pudding,12870
Michelada,11112
Jollof rice,11038
Gyros,6564
Clam chowder,11064
Bobotie,9119
Agua de coco,10867
Quesadilla,10026
Pinia colada,4519
Chocolate abuelita,9617
Entomatadas,18389
Agua de betabel,4055
Haggis,13455
Curanto,8126
Chiles en nogada,14969
Pambazo,18990
Pasta,10407
Agua de nopal,10639
Falafel,1179
Ploughman's lunch,10269
Churros,13170
Ramen,12642
Tortilla espaniola,9830
Caldo de res,10328
Chelada,3272
Buniuelos,3698
Falafel,19235
Tepache,17287
Kebab,12144
Agua de pepino,1638
Nachos,3360
Chili con carne,12950
Curanto,12326
Beef Wellington,19414
Clamato,14714
Biryani,5535
Arepa,16231
Pierogi,8722
Pizza,13193
Ratatouille,12937
Taco,17667
Michelada,17320
Agua de limon con chia,19600
Molletes,2578
Pad thai,10520
Bobotie,4330
Gumbo,8900
Kebab,9850
Atole,18076
Sopes,13219
Birria,15920
Pinia colada,17001
Tequila,1812
Chocolate abuelita,19259
Chimichanga,16576
Borscht,5206
Taco,17974
Sticky toffee pudding,14463
Menudo,11255
Dim sum,12524
Ploughman's lunch,15830
Tempura,10014
Carnitas,5307
Quesadilla,11936
Bibimbap,15438
Borscht,12427
Margarita,3822
Agua de limon con chia,10933
Lasagna,10124
Agua de fresa,19341
Steak tartare,16674
Molletes,18231
Tlayudas,6416
Steak tartare,12501
Bunny chow,15315
Chelada,9601
Teriyaki,2616
Waffles,1996
Agua de limon,19226
Agua de platano,2386
Poutine,5116
Agua de tamarindo,15695
Molletes,10335
Agua de limon,1222
Agua de limon con chia,2549
Sopa de tortilla,6499
Pasta,5474
Atole,18743
Jambalaya,9956
Bratwurst,13034
Pierogi,19184
Ceviche,11053
Agua de espinaca,18986
Flautas,8384
Pulque,2349
Tamarindo,10166
Gumbo,7464
Guajolote,1774
Agua de tamarindo,14324
Jamaica,11479
Ratatouille,1625
Jollof rice,12372
Goulash,11456
Bruschetta,19684
Tlayudas,18614
Crepes,19196
Maki,7569
Yorkshire pudding,16788
Agua de platano,14316
Bibimbap,19127
Taco,17609
Ceviche,19548
Rosti,3181
Chili con carne,16371
Buniuelos,11016
Flan,14929
Agua de platano,3036
Pizza,3932
Tempura,11007
Moussaka,13384
Chiles en nogada,2356
Horchata,10036
Tiramisu,14880
Chocomilk,11073
Cafe de olla,15519
Agua de pepino,18875
Quesadilla,1920
Pho,16277
Quesadilla,1450
Margarita,7069
Tejuino,2187
Pozole,9293
Rillettes,9054
Banh mi,19989
Tamarindo,10790
Antipasto,19404
Agua de cebada,13216
Clam chowder,17776
Gnocchi,11163
Raclette,16291
Tamarindo,10475
Pozole,5467
Banh mi,15818
Gumbo,14517
Caldo de pollo,9313
Sandwich,5459
Sangrita,10799
Tamales oaxaquenios,16041
Agua de fresa,3740
Bibimbap,14135
Agua de nopal,9528
Pipian,12343
Tiramisu,1389
Fajitas,18429
Pambazo,18985
Croissant,7163
Croissant,7460
Agua de jamaica,3247
Agua de durazno,13267
Kofta,6261
Tamales oaxaquenios,10181
Pollo frito,12935
Agua de avena,10209
Fajitas,1682
Pambazo,19242
Goulash,17149
Crepes,8429
Huevos rancheros,10646
Teriyaki,13614
Gumbo,16933
Tempura,19033
Chili con carne,11390
Huaraches,19942
Taco,2658
Margarita,7875
Ratatouille,16889
Ratatouille,19114
Agua de durazno,12420
Picadillo,12446
Chapulines,7118
Agua de fresa,3882
Michelada,16988
Menudo,16725
Clamato,10550
Clam chowder,12107
Molletes,4503
Bunny chow,18312
Agua de sandia,17303
Caldo de res,16312
Creme brulee,17757
Biryani,9505
Tagine,14312
Pico de gallo,10717
Waffles,11865
Agua de cebada,4403
Fajitas,18037
Carnitas,14263
Enchiladas,15266
Gorditas,7137
Caldo de pollo,13407
Agua de chia,18777
Bratwurst,6701
Malva pudding,2400
Falafel,8800
Ratatouille,15165
Raclette,8708
Kimchi,8315
Moussaka,18527
Tlayudas,14142
Pico de gallo,14066
Agua de tuna,8625
Guajolote,6771
Pico de gallo,11862
Banh mi,14976
Aguamiel,9361
Rosti,11610
Pho,8609
Pizza,11786
Pinia colada,5203
Pulque,9238
Pinia colada,3069
Gyros,6268
Tapas,15688
Croissant,5169
Agua de fresa,5499
Chiles rellenos,11958
Agua de durazno,7985
Bruschetta,7891
Sauerbraten,6218
Curanto,19669
Maki,10660
Dim sum,12072
Empanada,18291
Cazuela,4520
Michelada,14499
Frito pie,13526
Borscht,18615
Bruschetta,15220
Goulash,1600
Maki,2436
Sopa de tortilla,10848
Churrasco,17772
Agua de jicama,15620
Maki,12456
Chocomilk,13036
Bouillabaisse,15240
Agua de coco,17379
Caldo de pollo,5746
Pollo frito,3820
Cafe de olla,6685
Rajas con crema,16317
Ugali,19670
Agua de mango,2292
Moussaka,18569
Black pudding,8707
Agua de tuna,6546
Malva pudding,10357
Rosti,13158
Chakalaka,13320
Salsa roja,5210
Couscous,10170
Michelada,17477
Waffles,13844
Yorkshire pudding,1500
Teriyaki,13483
Pulque,6575
Tagine,10789
Entomatadas,18584
Agua de espinaca,1741
Raclette,12043
Shawarma,12407
Atole,8117
Haggis,10601
Agua de mango,7159
Chiles en nogada,17363
Aguamiel,17567
Aguachile,4234
Bratwurst,14239
Steak tartare,5040
Agua de durazno,15856
Crepes,11771
Cannoli,15239
Agua de platano,12123
Agua de perejil,2648
Birria,18039
Pico de gallo,11721
Fondue,19715
Chelada,9499
Tagine,5492
Chocolate abuelita,12562
Bratwurst,6601
Pad thai,13320
Pambazo,4941
Moussaka,1716
Tiramisu,2177
Arepa,14092
Menudo,2571
Agua de durazno,9033
Beef Wellington,10908
Couscous,16941
Bouillabaisse,18321
Chakalaka,2625
Lasagna,15374
Baguette,17107
Croissant,12861
Kofta,7851
Chakalaka,11537
Agua de tamarindo,13093
Steak tartare,4147
Tapas,18672
Pastel de choclo,3980
Sangrita,4263
Sauerbraten,9118
Mole poblano,8638
Baguette,5428
Kebab,4643
Pozol,19858
Mole poblano,18564
Bratwurst,16301
Tortilla espaniola,11755
Agua de pepino con limon,13702
Agua de tamarindo,6818
Guajolote,17699
Agua de linaza,11718
Cassoulet,8078
Bibimbap,14928
Gorditas,6893
Agua de avena,12809
Kimchi,8475
Pierogi,8540
Yorkshire pudding,3854
Taco,4186
Pho,12627
Chapulines,9928
Clam chowder,12962
Chilaquiles,2498
Pulque,19935
Jambalaya,1246
Tamales,16019
Raclette,3079
Enchiladas,1608
Agua de pinia,1927
Gelato,5853
Carnitas,5993
Tiramisu,15410
Churros,12408
Agua de melon,17734
Aguachile,14650
Falafel,2799
Pollo frito,12764
Agua de melon,7031
Chili con carne,6432
Dim sum,11956
Pozole,19215
Agua de pinia,11159
Tlayudas,3163
Biryani,11906
Sticky toffee pudding,18662
Agua de tuna,14109
Agua de perejil,14229
Bobotie,13581
Hummus,19839
Conchas,16493
Tapas,9356
Ugali,10303
Waffles,6883
Buniuelos,14408
Buniuelos,10693
Tejuino,18994
Agua de limon,16555
Gyros,6538
Caldo de pollo,12005
Burrito,17221
Michelada,12516
Empanada,13676
Burrito,3493
Lobster roll,3520
Barbacoa,18487
Pozole,13308
Sandwich,2436
Agua de papaya,14263
Mezcal,5164
Antipasto,1562
Pipian,13965
Taco,6238
Gorditas,6082
Samosa,9656
Cannoli,17377
Curry,16712
Gnocchi,3886
Gorditas,4450
Sangrita,17070
Cannoli,2316
Margarita,15106
Enchiladas,3608
Bouillabaisse,2668
Agua de zanahoria,3679
Flautas,17255
Paella,9023
Agua de jamaica,18043
Kebab,13502
Chocolate abuelita,12372
Banh mi,3126
Atole,3127
Empanada,15109
Agua de papaya,6863
Molletes,9090
Agua de platano,9132
Chow mein,8894
Agua de cebada,2405
Haggis,4479
Dim sum,11618
Bobotie,19084
Biryani,18901
Aguachile,10729
Samosa,5645
Agua de durazno,12483
Pho,3482
Baklava,18925
Agua de limon con chia,6016
Empanada,16738
Rajas con crema,10395
Curanto,3226
Raclette,8787
Beef Wellington,12511
Tapas,2637
Rosti,17946
Teriyaki,13331
Shepherd's pie,6785
Bibimbap,13947
Tejuino,6018
Agua de melon,12681
Fufu,18640
Chapulines,9438
Pho,5131
Pozol,5483
Entomatadas,8658
Pipian,5889
Guajolote,5202
Chiles en nogada,8519
Chapulines,6061
Sticky toffee pudding,9098
Chocomilk,19393
Beef Wellington,1358
Creme brulee,10303
Flautas,12057
Aguamiel,14355
Pizza,10987
Sandwich,3562
Yorkshire pudding,1504
Bobotie,6075
Horchata,8415
Poutine,11975
Chiles en nogada,4665
Chili con carne,8993
Jambalaya,3398
Chow mein,12066
Ploughman's lunch,18104
Huaraches,1187
Agua de melon,16331
Rillettes,3656
Chow mein,10984
Clamato,16581
Chow mein,2628
Tamales oaxaquenios,3026
Kofta,2529
Aguamiel,17623
Bruschetta,14189
Ensalada,1848
Fish and chips,4371
Gelato,14113
Tlayudas,6370
Chiles rellenos,7250
Agua de pepino con limon,6851
Sopes,9471
Pipian,6517
Samosa,2648
Croissant,12432
Crepes,10438
Tortilla espaniola,9193
Steak tartare,9583
Cazuela,1911
Agua de nopal,3073
Agua de alfalfa,14404
Agua de melon,3327
Agua de papaya,8898
Agua de pepino,5206
Agua de pepino,4065
Churros,13650
Pho,15819
Antipasto,19346
Hummus,3227
Agua de nopal,8467
Shepherd's pie,11351
Rosti,18488
Caldo tlalpenio,15981
Eton mess,1266
Ploughman's lunch,17004
Cassoulet,6834
Couscous,18318
Pastel de choclo,1003
Agua de tamarindo,7378
Agua de horchata,19647
Agua de coco,16886
Agua de platano,18582
Tepache,5800
Tempura,16556
Chakalaka,12562
Churros,14125
Champurrado,14279
Bratwurst,9349
Clam chowder,8960
Agua de chia,6992
Agua de betabel,8696
Sangrita,13357
Agua de pinia,12247
Couscous,10200
Bunny chow,2638
Haggis,2019
Tapas,11794
Agua de zanahoria,2720
Ratatouille,11570
Champurrado,13825
Chiles rellenos,19137
Agua de tuna,19457
Dim sum,10549
Agua de ciruela,11916
Agua de fresa,18491
Lasagna,19022
Ensalada,5617
Agua de sandia,2387
Antipasto,2526
Tortilla espaniola,9587
Sauerbraten,10170
Bibimbap,18567
Picadillo,11318
Agua de sandia,4807
Agua de nopal,13481
Chilaquiles,7612
Croissant,10795
Dim sum,10668
Curanto,15123
Agua de chia,8101
Chili con carne,5336
Tlayudas,6380
Hummus,12712
Pizza,12620
Chakalaka,1339
Sangrita,7507
Dim sum,19724
Agua de avena,13684
Poutine,17340
Agua de fresa,5964
Ugali,5993
Kofta,15942
Jollof rice,18358
Churrasco,3102
Caldo tlalpenio,3954
Agua de linaza,14121
Rillettes,11679
Agua de coco,17354
Gumbo,11055
Tempura,11981
Poutine,5608
Gorditas,9859
Pambazo,11791
Gnocchi,3713
Caldo tlalpenio,9109
Shawarma,1655
Biryani,13883
Entomatadas,9528
Tortilla espaniola,4093
Ploughman's lunch,7666
Waffles,16667
Yorkshire pudding,14112
Pozol,18096
Agua de jamaica,4533
Teriyaki,19804
Quesadilla,4323
Steak tartare,18793
Sauerbraten,10741
Salsa roja,16268
Agua de coco,16138
Waffles,10234
Banh mi,9324
Cazuela,19330
Agua de ciruela,7199
Gumbo,12586
Rosti,19508
Bobotie,17371
Couscous,6277
Croissant,13113
Huevos rancheros,10338
Margarita,4331
Buniuelos,4912
Tiramisu,7500
Huevos rancheros,10183
Agua de perejil,19044
Ramen,13847
Agua de limon,11687
Mole,8803
Agua de ciruela,4105
Antipasto,8872
Agua de perejil,5336
Agua de betabel,9121
Agua de melon,18972
Gyros,18392
Pierogi,16375
Tamarindo,10379
Ratatouille,19202
Chocolate abuelita,7271
Mole,9691
Kofta,16380
Biryani,18571
Rompope,3968
Agua de mango,16505
Waffles,16754
Gnocchi,9100
Teriyaki,12832
Tlacoyo,6718
Kebab,5575
Horchata,6488
Gorditas,19427
Caldo de camaron,12287
Agua de tamarindo,11452
Ramen,9419
Menudo,10659
Churros,10653
Bruschetta,1353
Eton mess,18152
Samosa,11561
Carnitas,1904
Tacos al pastor,12539
Taco,14507
Agua de jicama,5711
Baklava,8208
Mezcal,10562
Agua de tamarindo,17516
Carne asada,19095
Pico de gallo,2052
Atole,17089
Agua de pepino,2791
Molletes,2208
Gelato,7612
Burrito,2253
Carnitas,16605
Agua de limon,12044
Chilaquiles,4889
Agua de nopal,19713
Pozole,3635
Pizza,10555
Fufu,5015
Rajas con crema,1282
Hummus,5720
Burrito,11664
Agua de limon,11060
Mole,17693
Menudo,4350
Gnocchi,2915
Curry,12266
Agua de jamaica,2786
Cannoli,5744
Lasagna,19495
Antipasto,17465
Agua de linaza,8847
Fondue,16850
Agua de fresa,5867
Agua de papaya,19306
Frito pie,15638
Michelada,10899
Caldo de camaron,7410
Antipasto,4413
Moussaka,2979
Agua de alfalfa,4174
Waffles,15329
Chiles rellenos,16982
Agua de guayaba,16513
Licuado,6354
Huevos rancheros,4353
Sopa de tortilla,16404
Birria,2528
Eton mess,7728
Tlacoyo,9862
Curry,5537
Agua de durazno,8809
Maki,13304
Agua de melon,3254
Steak tartare,19074
Kofta,17419
Agua de jamaica,1191
Borscht,9389
Tamales oaxaquenios,6676
Banh mi,2450
Agua de pepino,12177
Sticky toffee pudding,5322
Beef Wellington,9664
Pho,5213
Buniuelos,5610
Horchata,9928
Huevos rancheros,3772
Sandwich,19819
Chocolate abuelita,10259
Agua de melon,19975
Agua de apio,7931
Tlayudas,8715
Chelada,19422
Bibimbap,14239
Agua de pinia,2220
Gnocchi,2603
Eton mess,2213
Pizza,11078
Tapas,10154
Shawarma,13642
Sopes,12232
Gorditas,14361
Salsa verde,1674
Agua de pepino con limon,6548
Tamales oaxaquenios,8462
Agua de pepino,18905
Clamato,7488
Agua de melon,13822
Ratatouille,12984
Bruschetta,15565
Fish and chips,10619
Rompope,4672
Champurrado,18683
Birria,1129
Kimchi,19287
Tandoori,8548
Hamburguesa,19212
Croque monsieur,12932
Tamales oaxaquenios,4559
Sandwich,5986
Pozol,2922
Agua de pinia,18153
Chapulines,13646
Bobotie,13850
Jollof rice,19807
Frito pie,15254
Kebab,14064
Tlayudas,12749
Nachos,18018
Jollof rice,15603
Sauerbraten,13891
Agua de pepino,15257
Michelada,15041
Curry|10039
Jollof rice|15639
